oid_mitkan,ms_miklat,k_sug,t_sug,k_rechov,shem_recho,ms_bait,knisa,Full_Address,shem_rechov_eng,shetach_mr,k_sinon,t_sinon,hearot,h_sug,x_coord,y_coord,lon,lat,shem_baalim,shem,pail,from_time,to_time,opening_times,url_tik,telephone_henion,maneger_name,email,celolar,is_open,UniqueId,date_import,miklat_mungash
10861,908,1.0,מקלט ציבורי,3604.0,בורמה,9, ,בורמה 9 ,BURMA               ,90.0,0.0,ללא מערכת סינון,"המקלט נמצא מול בית מספר 14 בסמוך לגן הציבורי ""פרלה ולאון מונדלק"". המקלט משמש את בית הכנסת ""אוהל אשר מרדכי"".",לא,178698.2354306,661174.38757924,34.77221212,32.04268675,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-360,13/03/2026 10:13:17,
10862,707,1.0,מקלט ציבורי,5.0,העליה,17, ,העליה 17 ,HA'ALIYA            ,230.0,0.0,ללא מערכת סינון,הגישה למקלט בשביל בין בניינים 17 ו-19. המקלט נמצא במתחם סגור בחצר הבניינים המשותפים. הכניסה אליו עצמאית ולא תלויה בכניסה לבניינים הסמוכים. השער למתחם ייפתח בחירום והדלת הראשית תיפתח אוטומטית. שטח המקלט התת קרקעי נמצא ברובו מתחת למבנים.,לא,178804.69558174,662941.45908799,34.77326452,32.05862571,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-64,13/03/2026 10:13:17,
10863,128,2.0,מקלט ציבורי במוסדות חינוך,939.0,ראול ולנברג,28, ,ראול ולנברג 28 ,RAUL VALENBERG,50.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח ביה""ס ""סמי מיכאל"" - כניסה ראשית לבית הספר מרחוב ראול ולנברג 28. קיים שער כניסת רכבי מורים מרחוב ארד מול בניין 13 שלא תמיד פתוח.",כן,185091.58250735,668846.7254718,34.83962612,32.11208748,,בית ספר סמי מיכאל,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-327,13/03/2026 10:13:17,
10864,1001,1.0,מקלט ציבורי,3736.0,פסטלוצי,12,,פסטלוצי 12 ,PESTALIZZI          ,90.0,1.0,מערכת סינון,המקלט נמצא ברחבה מאחורי בית מספר 12. מגיעים מרחוב פסטלוצי ובבית 12 פונים ימינה לשביל 3883 (אנה ונציאנוב) ואז מימין ברחבה בין הבתים נמצא המקלט.,לא,177162.04724964,661589.19116815,34.75592979,32.04637087,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-184,13/03/2026 10:13:17,
10865,22,4.0,חניון מחסה לציבור,6.0,יהודה הלוי,37, ,יהודה הלוי 37 ,YEHUDA HALEVI       ,16210.0,0.0,ללא מערכת סינון,, ,178611.38230729,663264.23354623,34.77120377,32.06152945,בנק לאומי,בית לין,כשיר לשימוש,,,"א'-ה' מ 06:00 עד 24:00 
ו' מ 06:00 עד 16:00",\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בית לין,076-8859997,"זוהר / ערן הקב""ט",, 0545-629933,כן,592-133,13/03/2026 10:13:17,
10866,405,1.0,מקלט ציבורי,363.0,שניאור זלמן,2, ,שניאור זלמן 2 ,SCHNEUR ZALMAN,200.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח בניין מספר 2. כניסה מדלת ראשית דרך הלובי ואז לדלת זכוכית מצד שמאל שעל גביה יש שלט ""מקלט"". הדלתות נפתחות בעזרת קוד / מפתח, הדלתות יהיו פתוחות בשעת חירום בשיתוף ועד הבניין. מקלט זה + מקלט 402 הם בעצם מקלט אחד ומפריד ביניהם מסדרון.",לא,178468.55010451,664637.08049529,34.76963267,32.07390431,,,כשיר לשימוש,,,פתיחה ידנית בחירום,,,,,,כן,592-68,13/03/2026 10:13:17,
10867,130,1.0,מקלט ציבורי,914.0,הגולן,124, ,הגולן 124 ,HAGOLAN             ,100.0,0.0,ללא מערכת סינון,"המקלט נמצא מאחורי בניין 124, בפארק ראול ולנברג. גישה למקלט דרך השבילים הנגישים הקיימים ברחוב הגולן. גישה רכובה דרך רחוב שביל 1357 שניתן להגיע אליו מרחוב קהילות זגלמביה לתוך הפארק.",לא,185013.82639695,668998.9396879,34.83879679,32.11345774,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-156,13/03/2026 10:13:17,
10868,104,4.0,חניון מחסה לציבור,374.0,הרכבת,58, ,הרכבת 58 ,,16165.0,,,"חניון פתוח 24/7 , כניסה לחניון מלובי בלבד",,179582.4286859,663074.91527746,34.78149452,32.05985695,סנטרל פארק/ אביעד שחר,הרכבת 58,כשיר לשימוש,,,24 שעות,,052-5691555 / 03-5170389,יוסי ביטון,,,כן,592-175,13/03/2026 10:13:17,
10869,804,1.0,מקלט ציבורי,640.0,"שדרות החי""ל",33, ,"שדרות החי""ל 33 ",HAHAYIL             ,100.0,1.0,מערכת סינון,המקלט נמצא בשדרה והכניסה אליו נמצאת מול בית מספר 33. המקלט משמש כבית כנסת.,לא,181093.63383139,662648.73967241,34.79751416,32.05606617,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-70,13/03/2026 10:13:17,
10870,61,4.0,חניון מחסה לציבור,374.0,הרכבת ,30, ,הרכבת  30 ,HARAKEVET     ,21800.0,0.0,ללא מערכת סינון,, ,179361.28137194,663303.04760134,34.7791432,32.06190636,בנק הפועלים,מגדל רובינשטיין,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדל רובינשטיין,03-7143222,יוסף,,054-9100685,כן,592-47,13/03/2026 10:13:17,
10871,309,1.0,מקלט ציבורי,681.0,"יוצ""ר",6, ,"יוצ""ר 6 ",YOTZER            ,75.0,1.0,"מקלט מוגן אב""כ","נמצא בגינת היוצ""ר מול בית מספר 6. גישה נוספת מרחוב ז'בוטינסקי 63 פינת אשתורי הפרחי",לא,179287.58926731,666283.9608334,34.77823812,32.08878498,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-330,13/03/2026 10:13:17,
10872,814,1.0,מקלט ציבורי,4001.0,"אצ""ל",10, ,"אצ""ל 10 ",ETSEL               ,180.0,1.0,מערכת סינון,"מדובר במקלט עם 4 כניסות החולש על 2 צידי הרחוב, 2 כניסות ויציאות בכל צד. הכניסות נמצאות ב- מול 10, מול 6, מול 9, מול 11. כל ארבע הכניסות מתוכננות להיות במפלס המדרכה ולהיפתח אוטומטית כלפי מעלה.",לא,180439.02090202,662287.8891601,34.79059719,32.05278963,,,כשיר לשימוש,,,ייפתח בשעת אזעקה,,,,,,כן,592-290,13/03/2026 10:13:17,
10873,114,1.0,מקלט ציבורי,920.0,עולי הגרדום,15, ,עולי הגרדום 15 ,OLEY HAGARDOM       ,100.0,1.0,"מקלט מוגן אב""כ",המקלט נמצא מאחורי בניין עולי הגרדום 15 ומאחורי בית ברחוב נמירובר 14 בחורשה (גינת טריטש). גם דרך עולי הגרדום וגם דרך נמירובר יש שבילי גישה. ברכב ניתן להגיע דרך השביל הצמוד לעולי הגרדום 19 ואז לפנות שמאלה - פתיחה אוטומטית בשעת חירום.,לא,184504.82767432,668702.87526757,34.83341447,32.1107722,,,כשיר לשימוש,,,נפתח אוטומטית בשעת חירום,,,,,,כן,592-30,13/03/2026 10:13:17,
10874,122,1.0,מקלט ציבורי,914.0,הגולן,110, ,הגולן 110 ,HAGOLAN             ,100.0,1.0,"מקלט מוגן אב""כ","בגינה בין בניינים 108-112. ניתן גם להגיע מהצד השני,דרך רחוב ראול ולנברג,מול בניין 26 לחצות את הכביש לשביל ואז לגינה.",לא,184908.40224728,668838.24245976,34.83768556,32.11200537,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-388,13/03/2026 10:13:17,
10875,1040,2.0,מקלט ציבורי במוסדות חינוך,3493.0,נחל שורק,5, ,נחל שורק 5 ,NAHAL SOREK         ,100.0,0.0,ללא מערכת סינון,"שטח המקלט נמצא בתחומם של 2 בתי ספר - ""חב""ד בנות"" ו""יפה נוף"" ובכל בי""ס קיימת כניסה למקלט. הכניסה מהשער הראשי לכיוון המקלט.",כן,177546.7437958,660805.6920558,34.76003699,32.03931977,,"מתחם בתי ספר חב""ד בנות ויפה נוף",כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-311,13/03/2026 10:13:17,
10876,117,1.0,מקלט ציבורי,972.0,יוסף האפרתי,2, ,יוסף האפרתי 2 ,HA'EFRATI           ,50.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא מול בית מספר 2, פינת קהילת לודג' 49,ברחבה בסמוך לחנייה.",לא,182994.99053078,668292.27468464,34.81743302,32.10702161,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-138,13/03/2026 10:13:17,
10877,10,4.0,חניון מחסה לציבור,788.0,שאול המלך,8, ,שאול המלך 8 ,SAUOL HAMELEKH      ,9260.0,0.0,ללא מערכת סינון,, ,179741.36091154,664751.16265726,34.78310819,32.07497862,אמות השקעות,בית אמות משפט,כשיר לשימוש,,,"א'-ה' 07:00 עד 17:00 יציאה מצד לאונרדו דה-וינצ'י 19 תנועת המושבים
ו' 07:00 עד 15:00  
החניון סגור עם שער גלילה מקושר ל- 3 בנינים 
לאונרדו דה-ויצ'י 19 תנועת המושבים
שאול המלך 8 לאונרדו דה-וינצ'י 21-23 לא מוביל לחניונים הבנין פתוח 24 שעות ורק ממנו מתאפשרת",\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בית אמות משפט,03-6956275,סיגל גלעד,,052-5615513,כן,592-11,13/03/2026 10:13:17,
10878,1006,1.0,מקלט ציבורי,3074.0,"ציהתל""י",40, ,"ציהתל""י 40 ",TSIHATLI            ,100.0,0.0,ללא מערכת סינון,"המקלט נמצא מול ""גן רפפורט"" פינת רחוב בת עין 5.",לא,177077.58012972,661008.01834305,34.75506109,32.0411268,,,כשיר לשימוש,,,פתיחה אוטומטית בחירום,,,,,,כן,592-49,13/03/2026 10:13:17,
10879,845,1.0,מקלט ציבורי,1225.0,בת ציון,11, ,בת ציון 11 ,KALMAR              ,100.0,1.0,מערכת סינון,המקלט נמצא בצמוד לבית הכנסת הספרדי ומול המרכז הקהילתי בת ציון. בהמשך נמצא מקלט 844.,לא,181001.10570002,663331.46264168,34.79650707,32.0622197,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-42,13/03/2026 10:13:17,
10880,1,4.0,חניון מחסה לציבור,35.0,לוינסקי,108, ,לוינסקי 108 ,ELHANAN EIB LEVINSKY,69530.0,0.0,ללא מערכת סינון,"כניסה דרך הרחובות ענתבי, וולפסון, לוינסקי,סלמה", ,179248.70721211,662571.08656216,34.77798172,32.05530167,חב' התחנה המרכזית החדשה,היהלום / תחנה מרכזית חדשה ,כשיר לשימוש,,,פתוח 24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\תחנה מרכזית חדשה,03-6384112, מוקד6384100 ,ofirboko@gmail.com,050-3699888 יוסי לוי מנהל תפעול,כן,592-244,13/03/2026 10:13:17,
10881,321,2.0,מקלט ציבורי במוסדות חינוך,1117.0,כהנשטם,16, ,כהנשטם 16 ,CAHANEMSTEIN        ,50.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בתוך ביה""ס ""אהבת ציון"". כניסה מהשער הראשי ימינה לכיוון הגן משחקים ואז ישר עד למקלט.",כן,180219.14458986,666338.70091111,34.78810351,32.08931144,,בית ספר אהבת ציון,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-74,13/03/2026 10:13:17,
10882,416,1.0,מקלט ציבורי,366.0,סמטת גור אריה,4, ,סמטת גור אריה 4 ,SIMTAT GUR ARYE     ,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בתוך גן ""דבורה בוארון""מול בניין מספר 4. גישה למקלט משדרות בן גוריון 84 לסמטת גור אריה עד לגן שבתוכו המקלט.",לא,179223.47617629,665440.82263638,34.77759434,32.08117947,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-100,13/03/2026 10:13:17,
10883,521,2.0,מקלט ציבורי במוסדות חינוך,653.0,ראם,1, ,ראם 1 ,,50.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח ביה""ס התיכון ממלכתי דתי ""דעת משה"". הגישה למקלט דרך שער ברזל משותף. ניתן להגיע למקלט מרחוב בן אביגדור 5,9.",כן,180221.51159322,663910.55746383,34.78822783,32.06741502,בית ספר דעת משה,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-125,13/03/2026 10:13:17,
10884,840,1.0,מקלט ציבורי,4051.0,רשף,18, ,רשף 18 ,RESHEF              ,100.0,0.0,ללא מערכת סינון,המקלט נמצא מול בית מספר 18 בצמוד לחניון הציבורי הסמוך וליד בית ספר תפארת יוסף ולתחנת אגף תברואה. יכול לשמש את התושבים בדרך ההגנה 93-103. למקלט דלת נגררת הנפתחת בחירום ונדרש רק לדחוף אותה קדימה.,לא,180681.90524685,662318.26820323,34.79316775,32.05307196,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-212,13/03/2026 10:13:17,
10885,409,1.0,מקלט ציבורי,296.0,זולא אמיל,2, ,זולא אמיל 2 ,ZOLA EMILE          ,120.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בתוך גן ""אופמן דבורה"". למקלט 2 כניסות - כניסה אחת מול בניין מספר 2 ברחוב אמיל זולא וכניסה 2 מול בניין 18 ברחוב נתן החכם, כאמור 2 הכניסות במתחם הגן שהכניסה אליו בין הבניינים הנ""ל.",לא,178754.34951026,665528.34976064,34.77262176,32.08195193,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-169,13/03/2026 10:13:17,
10886,33,4.0,חניון מחסה לציבור,6.0,יהודה הלוי,63, ,יהודה הלוי 63 ,YEHUDA HALEVI   ,9170.0,0.0,ללא מערכת סינון,, ,178954.22679403,663428.26377911,34.7748274,32.063021,בנק הפועלים,בנק הפועלים,כשיר לשימוש,,,"א'-ה' מ 06:00 עד 21:00 
ו' מ 06:00 עד 14:00",\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בנק הפועלים,03-5674432,איתי שטרית,HASDAY.HERMON@MAILPOALIM.CO.IL,054-4975728,כן,592-136,13/03/2026 10:13:17,
10887,14,4.0,חניון מחסה לציבור,902.0,הברזל,21,א,הברזל 21א,HANCHOSHET          ,29200.0,0.0,ללא מערכת סינון, 24 שעות להולכי רגל דרך השומר רק בשעת חירום , ,184925.3902714,668427.87687715,34.83788034,32.1083053,נכסי אריאל,בית דרור,כשיר לשימוש,,,"א-ה  07:00 עד 20:00
חניון מנויים
כניסה להולכי רגל בחירום תתאפשר עד 23:00


",\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בית דרור,חברת ניהול נכסי אריאל 03-6153300,דן קרן,,054-8145111,כן,592-52,13/03/2026 10:13:17,
10888,838,1.0,מקלט ציבורי,460.0,ההגנה,110, ,ההגנה 110 ,DERECH HA'HAGANA    ,100.0,0.0,ללא מערכת סינון,המקלט נמצא מול בניין מספר 110 בשולי הכביש. למקלט דלת נגררת הנפתחת בחירום ונדרש רק לדחוף אותה קדימה.,לא,180969.68265541,662304.77818408,34.79621543,32.05296016,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-352,13/03/2026 10:13:17,
10889,403,1.0,מקלט ציבורי,363.0,שניאור זלמן,6, ,שניאור זלמן 6 ,SCHNEUR ZALMAN,200.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח הבית המשותף מספר 6. כניסה מדלת ראשית דרך הלובי אז לדלת עץ שעל גביה שלט ""מקלט"". הדלתות נפתחות בעזרת מפתח/קוד, הדלתות יהיו פתוחות בשעת חירום בשיתוף ועד הבניין.", ,178491.27613677,664611.63745917,34.76987444,32.0736757,,,כשיר לשימוש,,,נפתח ידנית בחירום,,,,,,כן,592-253,13/03/2026 10:13:17,
